RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName
91982,1,77494,zip,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County
61148,2,08701,zip,NJ,NJ,Lakewood,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County
91940,3,77449,zip,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Harris County
91733,5,77084,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County
93144,6,79936,zip,TX,TX,El Paso,"El Paso, TX",El Paso County
62093,7,11385,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
92593,8,78660,zip,TX,TX,Pflugerville,"Austin-Round Rock-Georgetown, TX",Travis County
62019,9,11208,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
95992,10,90011,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
91926,11,77433,zip,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County
84630,12,60629,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
96193,13,90650,zip,CA,CA,Norwalk,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
74101,15,37013,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County
61807,17,10467,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
62085,18,11373,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
62037,19,11226,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
62018,20,11207,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
70829,21,30044,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County
96025,22,90044,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
96817,23,92336,zip,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
97771,24,94565,zip,CA,CA,Pittsburg,"San Francisco-Oakland-Berkeley, CA",Contra Costa County
92036,25,77573,zip,TX,TX,League City,"Houston-The Woodlands-Sugar Land, TX",Galveston County
96816,26,92335,zip,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
96083,27,90201,zip,CA,CA,Bell,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
96107,28,90250,zip,CA,CA,Hawthorne,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
61639,29,10025,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
90654,30,75052,zip,TX,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Dallas County
96239,31,90805,zip,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
62025,32,11214,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
84620,33,60618,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
97223,34,93307,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County
96125,35,90280,zip,CA,CA,South Gate,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
62044,36,11234,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
96368,37,91342,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
96990,38,92683,zip,CA,CA,Westminster,"Los Angeles-Long Beach-Anaheim, CA",Orange County
61790,39,10314,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
62031,40,11220,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
84639,41,60639,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
92341,42,78245,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County
62030,43,11219,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
96882,44,92503,zip,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County
92481,46,78521,zip,TX,TX,Brownsville,"Brownsville-Harlingen, TX",Cameron County
62017,47,11206,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
62032,48,11221,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
96825,50,92345,zip,CA,CA,Hesperia,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
91968,51,77479,zip,TX,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County
96546,52,91911,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
70828,53,30043,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County
62034,54,11223,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
399727,55,78542,zip,TX,TX,Edinburg,"McAllen-Edinburg-Mission, TX",Hidalgo County
92551,56,78613,zip,TX,TX,Cedar Park,"Austin-Round Rock-Georgetown, TX",Williamson County
62040,57,11230,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
84646,58,60647,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
97104,59,93033,zip,CA,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County
97970,60,95076,zip,CA,CA,Watsonville,"Santa Cruz-Watsonville, CA",Santa Cruz County
96690,61,92154,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
91922,62,77429,zip,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County
61798,63,10458,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
96846,64,92376,zip,CA,CA,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
84693,65,60804,zip,IL,IL,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
62088,66,11377,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
93146,67,79938,zip,TX,TX,El Paso,"El Paso, TX",El Paso County
97023,68,92804,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County
96468,69,91710,zip,CA,CA,Chino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
97431,70,93722,zip,CA,CA,Fresno,"Fresno, CA",Fresno County
97567,71,94112,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County
100179,72,99301,zip,WA,WA,Pasco,"Kennewick-Richland, WA",Franklin County
62045,73,11235,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
92045,75,77584,zip,TX,TX,Pearland,"Houston-The Woodlands-Sugar Land, TX",Brazoria County
62039,76,11229,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
98432,77,95823,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County
92271,78,78130,zip,TX,TX,New Braunfels,"San Antonio-New Braunfels, TX",Comal County
84619,79,60617,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
67182,80,22193,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County
62043,81,11233,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
90769,82,75217,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County
61793,84,10453,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
69431,85,27587,zip,NC,NC,Wake Forest,"Raleigh-Cary, NC",Wake County
89925,87,73099,zip,OK,OK,Yukon,"Oklahoma City, OK",Canadian County
91889,88,77379,zip,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County
98848,90,96706,zip,HI,HI,Ewa Beach,"Urban Honolulu, HI",Honolulu County
62015,91,11204,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
74126,92,37042,zip,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County
417444,93,85142,zip,AZ,AZ,Queen Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County
70810,94,30024,zip,GA,GA,Suwanee,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County
61808,95,10468,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
93137,96,79928,zip,TX,TX,Horizon City,"El Paso, TX",El Paso County
97940,97,95035,zip,CA,CA,Milpitas,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County
96488,98,91744,zip,CA,CA,La Puente,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
84610,99,60608,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
62067,100,11355,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
96888,101,92509,zip,CA,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County
92598,102,78666,zip,TX,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County
62014,103,11203,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
97189,104,93257,zip,CA,CA,Porterville,"Visalia, CA",Tulare County
97328,105,93550,zip,CA,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
84627,106,60625,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
87074,108,66062,zip,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County
96934,109,92592,zip,CA,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County
84625,110,60623,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
98325,111,95630,zip,CA,CA,Folsom,"Sacramento-Roseville-Folsom, CA",Sacramento County
61792,112,10452,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
69816,113,28269,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County
97073,114,92880,zip,CA,CA,Eastvale,"Riverside-San Bernardino-Ontario, CA",Riverside County
97751,115,94544,zip,CA,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County
96208,116,90706,zip,CA,CA,Bellflower,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
92520,117,78577,zip,TX,TX,Pharr,"McAllen-Edinburg-Mission, TX",Hidalgo County
92576,118,78641,zip,TX,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County
97318,119,93535,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
91950,120,77459,zip,TX,TX,Missouri City,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County
61809,121,10469,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
61643,122,10029,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
97004,123,92704,zip,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County
97202,124,93274,zip,CA,CA,Tulare,"Visalia, CA",Tulare County
62029,125,11218,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
90638,126,75035,zip,TX,TX,Frisco,"Dallas-Fort Worth-Arlington, TX",Collin County
62023,127,11212,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
61802,128,10462,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
96364,129,91335,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
69450,130,27610,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County
84635,131,60634,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
71067,132,30349,zip,GA,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County
97740,133,94533,zip,CA,CA,Fairfield,"Vallejo, CA",Solano County
69672,134,28027,zip,NC,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County
73221,135,34787,zip,FL,FL,Winter Garden,"Orlando-Kissimmee-Sanford, FL",Orange County
95315,136,87121,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County
91325,137,76244,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County
91732,138,77083,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County
61616,139,10002,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
67732,140,23464,zip,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City
91221,141,76063,zip,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County
61806,142,10466,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
62087,143,11375,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
99534,145,98052,zip,WA,WA,Redmond,"Seattle-Tacoma-Bellevue, WA",King County
73233,146,34953,zip,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County
72362,147,33024,zip,FL,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
72578,148,33411,zip,FL,FL,,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
90612,149,75002,zip,TX,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County
93123,150,79912,zip,TX,TX,El Paso,"El Paso, TX",El Paso County
97319,151,93536,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
96467,152,91709,zip,CA,CA,Chino Hills,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
96545,153,91910,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
99500,154,98012,zip,WA,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County
97721,155,94513,zip,CA,CA,Brentwood,"San Francisco-Oakland-Berkeley, CA",Contra Costa County
92515,156,78572,zip,TX,TX,Mission,"McAllen-Edinburg-Mission, TX",Hidalgo County
90764,158,75211,zip,TX,TX,Cockrell Hill,"Dallas-Fort Worth-Arlington, TX",Dallas County
94820,159,85225,zip,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County
70825,160,30040,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County
97435,161,93727,zip,CA,CA,Fresno,"Fresno, CA",Fresno County
95804,162,89108,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County
96465,163,91706,zip,CA,CA,Baldwin Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
95984,164,90003,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
67180,165,22191,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County
96667,166,92126,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
65787,167,19120,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County
70826,168,30041,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County
91198,169,76028,zip,TX,TX,Burleson,"Dallas-Fort Worth-Arlington, TX",Johnson County
70835,170,30052,zip,GA,GA,Loganville,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County
93203,171,80013,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County
62026,172,11215,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
90780,173,75228,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County
66126,174,20002,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia
86026,175,63376,zip,MO,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County
74242,176,37211,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County
84340,177,60085,zip,IL,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County
91291,178,76179,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County
399724,179,77407,zip,TX,TX,Richmond,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County
84654,180,60657,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
70832,181,30047,zip,GA,GA,Lilburn,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County
72363,182,33025,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
61803,183,10463,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
72530,184,33311,zip,FL,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
98930,185,96797,zip,HI,HI,Waipahu,"Urban Honolulu, HI",Honolulu County
399648,186,83646,zip,ID,ID,Meridian,"Boise City, ID",Ada County
96911,187,92553,zip,CA,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County
62020,188,11209,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
94410,189,84043,zip,UT,UT,Lehi,"Provo-Orem, UT",Utah County
63776,190,14850,zip,NY,NY,Ithaca,"Ithaca, NY",Tompkins County
97222,191,93306,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County
93205,192,80015,zip,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO",Arapahoe County
91744,193,77095,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County
97167,194,93230,zip,CA,CA,Hanford,"Hanford-Corcoran, CA",Kings County
70904,195,30127,zip,GA,GA,Powder Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County
69823,196,28277,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County
92125,197,77845,zip,TX,TX,College Station,"College Station-Bryan, TX",Brazos County
95770,198,89031,zip,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County
66705,199,20906,zip,MD,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County
78085,200,46307,zip,IN,IN,Crown Point,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County
98411,201,95747,zip,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County
97743,202,94536,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County
96918,203,92563,zip,CA,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County
77400,204,45011,zip,OH,OH,Hamilton,"Cincinnati, OH-KY-IN",Butler County
99142,205,97229,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Washington County
96110,206,90255,zip,CA,CA,Huntington Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
96647,207,92105,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
84616,208,60614,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
96590,209,92021,zip,CA,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
96477,210,91730,zip,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
84622,211,60620,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
72361,212,33023,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
97565,213,94110,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County
94940,214,85364,zip,AZ,AZ,Yuma,"Yuma, AZ",Yuma County
60565,215,07055,zip,NJ,NJ,Passaic,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County
91941,216,77450,zip,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Harris County
62024,217,11213,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
78823,218,47906,zip,IN,IN,West Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County
97717,219,94509,zip,CA,CA,Antioch,"San Francisco-Oakland-Berkeley, CA",Contra Costa County
97118,220,93065,zip,CA,CA,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County
98378,221,95687,zip,CA,CA,Vacaville,"Vallejo, CA",Solano County
62012,222,11201,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
97075,223,92882,zip,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County
60642,224,07305,zip,NJ,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County
65791,225,19124,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County
97764,226,94558,zip,CA,CA,Napa,"Napa, CA",Napa County
97745,227,94538,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County
74156,228,37075,zip,TN,TN,Hendersonville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County
96506,229,91766,zip,CA,CA,Pomona,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
97024,230,92805,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County
92350,231,78254,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County
84641,232,60641,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
92225,233,78046,zip,TX,TX,Laredo,"Laredo, TX",Webb County
72350,234,33012,zip,FL,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
72353,235,33015,zip,FL,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
96186,236,90631,zip,CA,CA,La Habra,"Los Angeles-Long Beach-Anaheim, CA",Orange County
93263,237,80134,zip,CO,CO,Parker,"Denver-Aurora-Lakewood, CO",Douglas County
72488,238,33186,zip,FL,FL,The Crossings,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
71005,239,30281,zip,GA,GA,Stockbridge,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County
69699,240,28078,zip,NC,NC,Huntersville,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County
84640,241,60640,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
71871,242,32218,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County
94748,243,85032,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County
72737,244,33647,zip,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County
65133,246,17603,zip,PA,PA,Lancaster,"Lancaster, PA",Lancaster County
62021,247,11210,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
58710,248,02301,zip,MA,MA,Brockton,"Boston-Cambridge-Newton, MA-NH",Plymouth County
95309,249,87114,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County
96007,250,90026,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
97792,251,94587,zip,CA,CA,Union City,"San Francisco-Oakland-Berkeley, CA",Alameda County
72252,252,32828,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County
94903,253,85326,zip,AZ,AZ,Buckeye,"Phoenix-Mesa-Chandler, AZ",Maricopa County
97020,254,92801,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County
62084,255,11372,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
73183,256,34711,zip,FL,FL,Clermont,"Orlando-Kissimmee-Sanford, FL",Lake County
98319,257,95624,zip,CA,CA,Elk Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County
90665,258,75067,zip,TX,TX,Lewisville,"Dallas-Fort Worth-Arlington, TX",Denton County
96411,259,91402,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
62118,260,11432,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
95811,261,89115,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County
61641,262,10027,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
60499,263,06902,zip,CT,CT,Stamford,"Bridgeport-Stamford-Norwalk, CT",Fairfield County
61812,264,10472,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
91685,265,77036,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County
65779,266,19111,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County
92224,267,78045,zip,TX,TX,Laredo,"Laredo, TX",Webb County
66843,268,21234,zip,MD,MD,Parkville,"Baltimore-Columbia-Towson, MD",Baltimore County
60594,269,07087,zip,NJ,NJ,Union City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County
97991,270,95123,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County
96656,271,92114,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
62223,273,11746,zip,NY,NY,South Huntington,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
97748,274,94541,zip,CA,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County
67730,275,23462,zip,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City
90666,276,75068,zip,TX,TX,Little Elm,"Dallas-Fort Worth-Arlington, TX",Denton County
66135,277,20011,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia
72247,278,32822,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County
72199,279,32765,zip,FL,FL,Oviedo,"Orlando-Kissimmee-Sanford, FL",Seminole County
95817,280,89121,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County
70791,282,30004,zip,GA,GA,Milton,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County
94799,283,85204,zip,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County
79054,284,48197,zip,MI,MI,Ypsilanti,"Ann Arbor, MI",Washtenaw County
70808,285,30022,zip,GA,GA,Johns Creek,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County
72460,286,33157,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
96113,287,90262,zip,CA,CA,Lynwood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
76511,288,43081,zip,OH,OH,Westerville,"Columbus, OH",Franklin County
399651,289,84096,zip,UT,UT,Herriman,"Salt Lake City, UT",Salt Lake County
90795,290,75243,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County
94384,291,84015,zip,UT,UT,Clearfield,"Ogden-Clearfield, UT",Davis County
95806,292,89110,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County
96018,293,90037,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
90690,294,75098,zip,TX,TX,Wylie,"Dallas-Fort Worth-Arlington, TX",Collin County
